Sexo;Edad;Causas (lista reducida);Total
Hombres;De 55 a 59 años;Infarto agudo de miocardio;73
Hombres;De 55 a 59 años;Otras enfermedades;43
Hombres;De 55 a 59 años;Insuficiencia cardíaca;11
Hombres;De 55 a 59 años;Otras enfermedades;33
Hombres;De 55 a 59 años;Enfermedades cerebrovasculares;28
Hombres;De 55 a 59 años;Aterosclerosis;1
Hombres;De 55 a 59 años;Otras enfermedades;13
Hombres;De 55 a 59 años;Enfermedades del sistema respiratorio;53
Hombres;De 55 a 59 años;Influenza (gripe);2
Hombres;De 55 a 59 años;Neumonía;13
Hombres;De 55 a 59 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);18
Hombres;De 55 a 59 años;Asma;0
Hombres;De 55 a 59 años;Insuficiencia respiratoria;4
Hombres;De 55 a 59 años;Otras enfermedades;16
Hombres;De 55 a 59 años;Enfermedades del sistema digestivo;76
Hombres;De 55 a 59 años;Úlcera de estómago, duodeno y yeyuno;0
Hombres;De 55 a 59 años;Enteritis y colitis no infecciosas;0
Hombres;De 55 a 59 años;Enfermedad vascular intestinal;2
Hombres;De 55 a 59 años;Cirrosis y otras enfermedades crónicas del hígado;41
Hombres;De 55 a 59 años;Otras enfermedades;33
Hombres;De 55 a 59 años;Enfermedades de la piel y del tejido subcutáneo;0
Hombres;De 55 a 59 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;6
Hombres;De 55 a 59 años;Artritis reumatoide y osteoartrosis;1
Hombres;De 55 a 59 años;Osteoporosis y fractura patológica;0
Hombres;De 55 a 59 años;Otras enfermedades;5
Hombres;De 55 a 59 años;Enfermedades del sistema genitourinario;3
Hombres;De 55 a 59 años;Enfermedades del riñón y del uréter;1
Hombres;De 55 a 59 años;Enfermedades de los genitales;0
Hombres;De 55 a 59 años;Enfermedades de los genitales;0
Hombres;De 55 a 59 años;Otras enfermedades;2
Hombres;De 55 a 59 años;Embarazo, parto y puerperio;0
Hombres;De 55 a 59 años;Afecciones originadas en el periodo perinatal;0
Hombres;De 55 a 59 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;3
Hombres;De 55 a 59 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Hombres;De 55 a 59 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Hombres;De 55 a 59 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;3
Hombres;De 55 a 59 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;92
Hombres;De 55 a 59 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;61
Hombres;De 55 a 59 años;Senilidad;0
Hombres;De 55 a 59 años;Muerte súbita infantil;0
Hombres;De 55 a 59 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;31
Hombres;De 55 a 59 años;Causas externas de mortalidad;44
Hombres;De 55 a 59 años;Accidentes de tráfico;5
Hombres;De 55 a 59 años;Otros accidentes;0
Hombres;De 55 a 59 años;Caídas accidentales;2
Hombres;De 55 a 59 años;Ahogamiento, sumersión y sofocación accidentales;4
Hombres;De 55 a 59 años;Accidentes por fuego, humo y sustancias calientes;0
Hombres;De 55 a 59 años;Envenenamiento accidental por psicofármacos y drogas de abuso;3
Hombres;De 55 a 59 años;Otros envenenamientos accidentales;1
Hombres;De 55 a 59 años;Otros accidentes;3
Hombres;De 55 a 59 años;Suicidio y lesiones autoinfligidas;23
Hombres;De 55 a 59 años;Agresiones (Homicidio);1
Hombres;De 55 a 59 años;Eventos de intención no determinada;0
Hombres;De 55 a 59 años;Complicaciones de la atención médica y quirúrgica;2
Hombres;De 55 a 59 años;Otras causas externas y sus efectos tardíos;0
Hombres;De 60 a 64 años;Enfermedades infecciosas intestinales y parasitarias;17
Hombres;De 60 a 64 años;Enfermedades infecciosas intestinales y parasitarias;0
Hombres;De 60 a 64 años;Tuberculosis y sus efectos tardíos;1
Hombres;De 60 a 64 años;Enfermedad meningocócica;0
Hombres;De 60 a 64 años;Septicemia;7
Hombres;De 60 a 64 años;Hepatitis vírica;5
Hombres;De 60 a 64 años;SIDA;1
Hombres;De 60 a 64 años;VIH+;0
Hombres;De 60 a 64 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;3
Hombres;De 60 a 64 años;Tumores;702
Hombres;De 60 a 64 años;Tumores;24
Hombres;De 60 a 64 años;Tumores;21
Hombres;De 60 a 64 años;Tumores;35
Hombres;De 60 a 64 años;Tumores;65
Hombres;De 60 a 64 años;Tumores;27
Hombres;De 60 a 64 años;Tumores;43
Hombres;De 60 a 64 años;Tumores;56
Hombres;De 60 a 64 años;Otros tumores;8
Hombres;De 60 a 64 años;Tumores;14
Hombres;De 60 a 64 años;Tumores;230
Hombres;De 60 a 64 años;Otros tumores;0
Hombres;De 60 a 64 años;Tumores malignos;1
Hombres;De 60 a 64 años;Melanoma maligno de la piel;5
Hombres;De 60 a 64 años;Otros tumores;9
Hombres;De 60 a 64 años;Tumores;0
Hombres;De 60 a 64 años;Tumores;0
Hombres;De 60 a 64 años;Tumores;0
Hombres;De 60 a 64 años;Tumores;0
Hombres;De 60 a 64 años;Tumores malignos;0
Hombres;De 60 a 64 años;Tumores;29
Hombres;De 60 a 64 años;Tumores malignos;0
Hombres;De 60 a 64 años;Tumores;16
Hombres;De 60 a 64 años;Tumores;16
Hombres;De 60 a 64 años;Otros tumores;11
Hombres;De 60 a 64 años;Tumores;13
Hombres;De 60 a 64 años;Otros tumores;2
Hombres;De 60 a 64 años;Tumores;30
Hombres;De 60 a 64 años;Tumores malignos;17
Hombres;De 60 a 64 años;Leucemia;18
Hombres;De 60 a 64 años;Tumores in situ;0
Hombres;De 60 a 64 años;Tumores benignos;3
Hombres;De 60 a 64 años;Síndrome mielodisplásico;1
Hombres;De 60 a 64 años;Otros tumores;8
Hombres;De 60 a 64 años;Enfermedades de la sangre y de los órganos hematopoyéticos;5
Hombres;De 60 a 64 años;Enfermedades de la sangre y de los órganos hematopoyéticos;4
Hombres;De 60 a 64 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;1
Hombres;De 60 a 64 años;Enfermedades endocrinas, nutricionales y metabólicas;17
Hombres;De 60 a 64 años;Diabetes mellitus;8
Hombres;De 60 a 64 años;Otras enfermedades;9
Hombres;De 60 a 64 años;Trastornos mentales y del comportamiento;4
Hombres;De 60 a 64 años;Trastornos mentales y del comportamiento;3
Hombres;De 60 a 64 años;Trastornos mentales y del comportamiento;1
Hombres;De 60 a 64 años;Trastornos mentales y del comportamiento;0
Hombres;De 60 a 64 años;Trastornos mentales y del comportamiento;0
Hombres;De 60 a 64 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;38
Hombres;De 60 a 64 años;Meningitis;1
Hombres;De 60 a 64 años;Alzheimer;4
Hombres;De 60 a 64 años;Otras enfermedades;33
Hombres;De 60 a 64 años;Enfermedades del sistema circulatorio;234
Hombres;De 60 a 64 años;Enfermedades cardíacas reumáticas crónicas;1
Hombres;De 60 a 64 años;Enfermedades hipertensivas;7
Hombres;De 60 a 64 años;Infarto agudo de miocardio;65
Hombres;De 60 a 64 años;Otras enfermedades;52
Hombres;De 60 a 64 años;Insuficiencia cardíaca;19
Hombres;De 60 a 64 años;Otras enfermedades;39
Hombres;De 60 a 64 años;Enfermedades cerebrovasculares;34
Hombres;De 60 a 64 años;Aterosclerosis;0
Hombres;De 60 a 64 años;Otras enfermedades;17
Hombres;De 60 a 64 años;Enfermedades del sistema respiratorio;76
Hombres;De 60 a 64 años;Influenza (gripe);4
Hombres;De 60 a 64 años;Neumonía;14
Hombres;De 60 a 64 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);23
Hombres;De 60 a 64 años;Asma;0
Hombres;De 60 a 64 años;Insuficiencia respiratoria;6
Hombres;De 60 a 64 años;Otras enfermedades;29
Hombres;De 60 a 64 años;Enfermedades del sistema digestivo;96
Hombres;De 60 a 64 años;Úlcera de estómago, duodeno y yeyuno;2
Hombres;De 60 a 64 años;Enteritis y colitis no infecciosas;2
Hombres;De 60 a 64 años;Enfermedad vascular intestinal;14
Hombres;De 60 a 64 años;Cirrosis y otras enfermedades crónicas del hígado;48
Hombres;De 60 a 64 años;Otras enfermedades;30
Hombres;De 60 a 64 años;Enfermedades de la piel y del tejido subcutáneo;2
Hombres;De 60 a 64 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;3
Hombres;De 60 a 64 años;Artritis reumatoide y osteoartrosis;0
Hombres;De 60 a 64 años;Osteoporosis y fractura patológica;0
Hombres;De 60 a 64 años;Otras enfermedades;3
Hombres;De 60 a 64 años;Enfermedades del sistema genitourinario;8
Hombres;De 60 a 64 años;Enfermedades del riñón y del uréter;5
Hombres;De 60 a 64 años;Enfermedades de los genitales;1
Hombres;De 60 a 64 años;Enfermedades de los genitales;0
Hombres;De 60 a 64 años;Otras enfermedades;2
Hombres;De 60 a 64 años;Embarazo, parto y puerperio;0
Hombres;De 60 a 64 años;Afecciones originadas en el periodo perinatal;1
Hombres;De 60 a 64 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;3
Hombres;De 60 a 64 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Hombres;De 60 a 64 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Hombres;De 60 a 64 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;3
Hombres;De 60 a 64 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;66
Hombres;De 60 a 64 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;49
Hombres;De 60 a 64 años;Senilidad;0
Hombres;De 60 a 64 años;Muerte súbita infantil;0
Hombres;De 60 a 64 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;17
Hombres;De 60 a 64 años;Causas externas de mortalidad;48
Hombres;De 60 a 64 años;Accidentes de tráfico;4
Hombres;De 60 a 64 años;Otros accidentes;0
Hombres;De 60 a 64 años;Caídas accidentales;5
Hombres;De 60 a 64 años;Ahogamiento, sumersión y sofocación accidentales;4
Hombres;De 60 a 64 años;Accidentes por fuego, humo y sustancias calientes;1
Hombres;De 60 a 64 años;Envenenamiento accidental por psicofármacos y drogas de abuso;1
Hombres;De 60 a 64 años;Otros envenenamientos accidentales;1
Hombres;De 60 a 64 años;Otros accidentes;2
Hombres;De 60 a 64 años;Suicidio y lesiones autoinfligidas;21
Hombres;De 60 a 64 años;Agresiones (Homicidio);1
Hombres;De 60 a 64 años;Eventos de intención no determinada;1
Hombres;De 60 a 64 años;Complicaciones de la atención médica y quirúrgica;5
Hombres;De 60 a 64 años;Otras causas externas y sus efectos tardíos;2
Hombres;De 65 a 69 años;Enfermedades infecciosas intestinales y parasitarias;26
Hombres;De 65 a 69 años;Enfermedades infecciosas intestinales y parasitarias;0
Hombres;De 65 a 69 años;Tuberculosis y sus efectos tardíos;2
Hombres;De 65 a 69 años;Enfermedad meningocócica;1
Hombres;De 65 a 69 años;Septicemia;9
Hombres;De 65 a 69 años;Hepatitis vírica;3
Hombres;De 65 a 69 años;SIDA;1
Hombres;De 65 a 69 años;VIH+;0
Hombres;De 65 a 69 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;10
Hombres;De 65 a 69 años;Tumores;876
Hombres;De 65 a 69 años;Tumores;24
Hombres;De 65 a 69 años;Tumores;20
Hombres;De 65 a 69 años;Tumores;39
Hombres;De 65 a 69 años;Tumores;68
Hombres;De 65 a 69 años;Tumores;33
Hombres;De 65 a 69 años;Tumores;54
Hombres;De 65 a 69 años;Tumores;47
Hombres;De 65 a 69 años;Otros tumores;15
Hombres;De 65 a 69 años;Tumores;18
Hombres;De 65 a 69 años;Tumores;301
Hombres;De 65 a 69 años;Otros tumores;1
Hombres;De 65 a 69 años;Tumores malignos;4
Hombres;De 65 a 69 años;Melanoma maligno de la piel;8
Hombres;De 65 a 69 años;Otros tumores;13
Hombres;De 65 a 69 años;Tumores;1
Hombres;De 65 a 69 años;Tumores;0
Hombres;De 65 a 69 años;Tumores;0
Hombres;De 65 a 69 años;Tumores;0
Hombres;De 65 a 69 años;Tumores malignos;0
Hombres;De 65 a 69 años;Tumores;42
Hombres;De 65 a 69 años;Tumores malignos;3
Hombres;De 65 a 69 años;Tumores;20
Hombres;De 65 a 69 años;Tumores;29
Hombres;De 65 a 69 años;Otros tumores;14
Hombres;De 65 a 69 años;Tumores;27
Hombres;De 65 a 69 años;Otros tumores;2
Hombres;De 65 a 69 años;Tumores;30
Hombres;De 65 a 69 años;Tumores malignos;27
Hombres;De 65 a 69 años;Leucemia;16
Hombres;De 65 a 69 años;Tumores in situ;0
Hombres;De 65 a 69 años;Tumores benignos;1
Hombres;De 65 a 69 años;Síndrome mielodisplásico;4
Hombres;De 65 a 69 años;Otros tumores;15
Hombres;De 65 a 69 años;Enfermedades de la sangre y de los órganos hematopoyéticos;7
Hombres;De 65 a 69 años;Enfermedades de la sangre y de los órganos hematopoyéticos;7
Hombres;De 65 a 69 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;0
Hombres;De 65 a 69 años;Enfermedades endocrinas, nutricionales y metabólicas;32
Hombres;De 65 a 69 años;Diabetes mellitus;20
Hombres;De 65 a 69 años;Otras enfermedades;12
Hombres;De 65 a 69 años;Trastornos mentales y del comportamiento;10
Hombres;De 65 a 69 años;Trastornos mentales y del comportamiento;7
Hombres;De 65 a 69 años;Trastornos mentales y del comportamiento;1
Hombres;De 65 a 69 años;Trastornos mentales y del comportamiento;1
Hombres;De 65 a 69 años;Trastornos mentales y del comportamiento;1
Hombres;De 65 a 69 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;45
Hombres;De 65 a 69 años;Meningitis;0
Hombres;De 65 a 69 años;Alzheimer;5
Hombres;De 65 a 69 años;Otras enfermedades;40
Hombres;De 65 a 69 años;Enfermedades del sistema circulatorio;331
Hombres;De 65 a 69 años;Enfermedades cardíacas reumáticas crónicas;5
Hombres;De 65 a 69 años;Enfermedades hipertensivas;5
Hombres;De 65 a 69 años;Infarto agudo de miocardio;93
Hombres;De 65 a 69 años;Otras enfermedades;79
Hombres;De 65 a 69 años;Insuficiencia cardíaca;27
Hombres;De 65 a 69 años;Otras enfermedades;49
Hombres;De 65 a 69 años;Enfermedades cerebrovasculares;56
Hombres;De 65 a 69 años;Aterosclerosis;0
Hombres;De 65 a 69 años;Otras enfermedades;17
Hombres;De 65 a 69 años;Enfermedades del sistema respiratorio;152
Hombres;De 65 a 69 años;Influenza (gripe);3
Hombres;De 65 a 69 años;Neumonía;23
Hombres;De 65 a 69 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);63
Hombres;De 65 a 69 años;Asma;0
Hombres;De 65 a 69 años;Insuficiencia respiratoria;9
Hombres;De 65 a 69 años;Otras enfermedades;54
Hombres;De 65 a 69 años;Enfermedades del sistema digestivo;109
Hombres;De 65 a 69 años;Úlcera de estómago, duodeno y yeyuno;2
Hombres;De 65 a 69 años;Enteritis y colitis no infecciosas;1
Hombres;De 65 a 69 años;Enfermedad vascular intestinal;4
Hombres;De 65 a 69 años;Cirrosis y otras enfermedades crónicas del hígado;50
Hombres;De 65 a 69 años;Otras enfermedades;52
Hombres;De 65 a 69 años;Enfermedades de la piel y del tejido subcutáneo;1
Hombres;De 65 a 69 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;3
Hombres;De 65 a 69 años;Artritis reumatoide y osteoartrosis;0
Hombres;De 65 a 69 años;Osteoporosis y fractura patológica;0
Hombres;De 65 a 69 años;Otras enfermedades;3
Hombres;De 65 a 69 años;Enfermedades del sistema genitourinario;15
Hombres;De 65 a 69 años;Enfermedades del riñón y del uréter;10
Hombres;De 65 a 69 años;Enfermedades de los genitales;1
Hombres;De 65 a 69 años;Enfermedades de los genitales;0
Hombres;De 65 a 69 años;Otras enfermedades;4
Hombres;De 65 a 69 años;Embarazo, parto y puerperio;0
Hombres;De 65 a 69 años;Afecciones originadas en el periodo perinatal;0
Hombres;De 65 a 69 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;4
Hombres;De 65 a 69 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Hombres;De 65 a 69 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Hombres;De 65 a 69 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;3
Hombres;De 65 a 69 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;79
Hombres;De 65 a 69 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;71
Hombres;De 65 a 69 años;Senilidad;0
Hombres;De 65 a 69 años;Muerte súbita infantil;0
Hombres;De 65 a 69 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;8
Hombres;De 65 a 69 años;Causas externas de mortalidad;42
Hombres;De 65 a 69 años;Accidentes de tráfico;7
Hombres;De 65 a 69 años;Otros accidentes;0
Hombres;De 65 a 69 años;Caídas accidentales;8
Hombres;De 65 a 69 años;Ahogamiento, sumersión y sofocación accidentales;6
Hombres;De 65 a 69 años;Accidentes por fuego, humo y sustancias calientes;1
Hombres;De 65 a 69 años;Envenenamiento accidental por psicofármacos y drogas de abuso;1
Hombres;De 65 a 69 años;Otros envenenamientos accidentales;1
Hombres;De 65 a 69 años;Otros accidentes;3
Hombres;De 65 a 69 años;Suicidio y lesiones autoinfligidas;9
Hombres;De 65 a 69 años;Agresiones (Homicidio);1
Hombres;De 65 a 69 años;Eventos de intención no determinada;0
Hombres;De 65 a 69 años;Complicaciones de la atención médica y quirúrgica;5
Hombres;De 65 a 69 años;Otras causas externas y sus efectos tardíos;0
Hombres;De 70 a 74 años;Enfermedades infecciosas intestinales y parasitarias;32
Hombres;De 70 a 74 años;Enfermedades infecciosas intestinales y parasitarias;6
Hombres;De 70 a 74 años;Tuberculosis y sus efectos tardíos;0
Hombres;De 70 a 74 años;Enfermedad meningocócica;0
Hombres;De 70 a 74 años;Septicemia;15
Hombres;De 70 a 74 años;Hepatitis vírica;3
Hombres;De 70 a 74 años;SIDA;2
Hombres;De 70 a 74 años;VIH+;0
Hombres;De 70 a 74 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;6
Hombres;De 70 a 74 años;Tumores;1.108
Hombres;De 70 a 74 años;Tumores;25
Hombres;De 70 a 74 años;Tumores;24
Hombres;De 70 a 74 años;Tumores;58
Hombres;De 70 a 74 años;Tumores;92
Hombres;De 70 a 74 años;Tumores;36
Hombres;De 70 a 74 años;Tumores;53
Hombres;De 70 a 74 años;Tumores;80
Hombres;De 70 a 74 años;Otros tumores;13
Hombres;De 70 a 74 años;Tumores;14
Hombres;De 70 a 74 años;Tumores;338
Hombres;De 70 a 74 años;Otros tumores;4
Hombres;De 70 a 74 años;Tumores malignos;3
Hombres;De 70 a 74 años;Melanoma maligno de la piel;9
Hombres;De 70 a 74 años;Otros tumores;17
Hombres;De 70 a 74 años;Tumores;1
Hombres;De 70 a 74 años;Tumores;0
Hombres;De 70 a 74 años;Tumores;0
Hombres;De 70 a 74 años;Tumores;0
Hombres;De 70 a 74 años;Tumores malignos;0
Hombres;De 70 a 74 años;Tumores;72
Hombres;De 70 a 74 años;Tumores malignos;1
Hombres;De 70 a 74 años;Tumores;11
Hombres;De 70 a 74 años;Tumores;47
Hombres;De 70 a 74 años;Otros tumores;26
Hombres;De 70 a 74 años;Tumores;32
Hombres;De 70 a 74 años;Otros tumores;0
Hombres;De 70 a 74 años;Tumores;42
Hombres;De 70 a 74 años;Tumores malignos;45
Hombres;De 70 a 74 años;Leucemia;31
Hombres;De 70 a 74 años;Tumores in situ;0
Hombres;De 70 a 74 años;Tumores benignos;4
Hombres;De 70 a 74 años;Síndrome mielodisplásico;12
Hombres;De 70 a 74 años;Otros tumores;18
Hombres;De 70 a 74 años;Enfermedades de la sangre y de los órganos hematopoyéticos;2
Hombres;De 70 a 74 años;Enfermedades de la sangre y de los órganos hematopoyéticos;0
Hombres;De 70 a 74 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;2
Hombres;De 70 a 74 años;Enfermedades endocrinas, nutricionales y metabólicas;38
Hombres;De 70 a 74 años;Diabetes mellitus;26
Hombres;De 70 a 74 años;Otras enfermedades;12
Hombres;De 70 a 74 años;Trastornos mentales y del comportamiento;24
Hombres;De 70 a 74 años;Trastornos mentales y del comportamiento;20
Hombres;De 70 a 74 años;Trastornos mentales y del comportamiento;4
Hombres;De 70 a 74 años;Trastornos mentales y del comportamiento;0
Hombres;De 70 a 74 años;Trastornos mentales y del comportamiento;0
Hombres;De 70 a 74 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;91
Hombres;De 70 a 74 años;Meningitis;0
Hombres;De 70 a 74 años;Alzheimer;28
Hombres;De 70 a 74 años;Otras enfermedades;63
Hombres;De 70 a 74 años;Enfermedades del sistema circulatorio;424
Hombres;De 70 a 74 años;Enfermedades cardíacas reumáticas crónicas;2
Hombres;De 70 a 74 años;Enfermedades hipertensivas;30
Hombres;De 70 a 74 años;Infarto agudo de miocardio;107
Hombres;De 70 a 74 años;Otras enfermedades;76
Hombres;De 70 a 74 años;Insuficiencia cardíaca;32
Hombres;De 70 a 74 años;Otras enfermedades;78
Hombres;De 70 a 74 años;Enfermedades cerebrovasculares;60
Hombres;De 70 a 74 años;Aterosclerosis;1
Hombres;De 70 a 74 años;Otras enfermedades;38
Hombres;De 70 a 74 años;Enfermedades del sistema respiratorio;259
Hombres;De 70 a 74 años;Influenza (gripe);6
Hombres;De 70 a 74 años;Neumonía;31
Hombres;De 70 a 74 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);106
Hombres;De 70 a 74 años;Asma;0
Hombres;De 70 a 74 años;Insuficiencia respiratoria;11
Hombres;De 70 a 74 años;Otras enfermedades;105
Hombres;De 70 a 74 años;Enfermedades del sistema digestivo;112
Hombres;De 70 a 74 años;Úlcera de estómago, duodeno y yeyuno;2
Hombres;De 70 a 74 años;Enteritis y colitis no infecciosas;1
Hombres;De 70 a 74 años;Enfermedad vascular intestinal;15
Hombres;De 70 a 74 años;Cirrosis y otras enfermedades crónicas del hígado;42
Hombres;De 70 a 74 años;Otras enfermedades;52
Hombres;De 70 a 74 años;Enfermedades de la piel y del tejido subcutáneo;5
Hombres;De 70 a 74 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;8
Hombres;De 70 a 74 años;Artritis reumatoide y osteoartrosis;0
Hombres;De 70 a 74 años;Osteoporosis y fractura patológica;1
Hombres;De 70 a 74 años;Otras enfermedades;7
Hombres;De 70 a 74 años;Enfermedades del sistema genitourinario;30
Hombres;De 70 a 74 años;Enfermedades del riñón y del uréter;13
Hombres;De 70 a 74 años;Enfermedades de los genitales;3
Hombres;De 70 a 74 años;Enfermedades de los genitales;0
Hombres;De 70 a 74 años;Otras enfermedades;14
Hombres;De 70 a 74 años;Embarazo, parto y puerperio;0
Hombres;De 70 a 74 años;Afecciones originadas en el periodo perinatal;0
Hombres;De 70 a 74 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;4
Hombres;De 70 a 74 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Hombres;De 70 a 74 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Hombres;De 70 a 74 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;2
Hombres;De 70 a 74 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;93
Hombres;De 70 a 74 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;75
Hombres;De 70 a 74 años;Senilidad;0
Hombres;De 70 a 74 años;Muerte súbita infantil;0
Hombres;De 70 a 74 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;18
Hombres;De 70 a 74 años;Causas externas de mortalidad;54
Hombres;De 70 a 74 años;Accidentes de tráfico;7
Hombres;De 70 a 74 años;Otros accidentes;1
Hombres;De 70 a 74 años;Caídas accidentales;5
Hombres;De 70 a 74 años;Ahogamiento, sumersión y sofocación accidentales;13
Hombres;De 70 a 74 años;Accidentes por fuego, humo y sustancias calientes;0
Hombres;De 70 a 74 años;Envenenamiento accidental por psicofármacos y drogas de abuso;1
Hombres;De 70 a 74 años;Otros envenenamientos accidentales;0
Hombres;De 70 a 74 años;Otros accidentes;6
Hombres;De 70 a 74 años;Suicidio y lesiones autoinfligidas;11
Hombres;De 70 a 74 años;Agresiones (Homicidio);0
Hombres;De 70 a 74 años;Eventos de intención no determinada;2
Hombres;De 70 a 74 años;Complicaciones de la atención médica y quirúrgica;8
Hombres;De 70 a 74 años;Otras causas externas y sus efectos tardíos;0
Hombres;De 75 a 79 años;Enfermedades infecciosas intestinales y parasitarias;32
Hombres;De 75 a 79 años;Enfermedades infecciosas intestinales y parasitarias;7
Hombres;De 75 a 79 años;Tuberculosis y sus efectos tardíos;0
Hombres;De 75 a 79 años;Enfermedad meningocócica;0
Hombres;De 75 a 79 años;Septicemia;15
Hombres;De 75 a 79 años;Hepatitis vírica;4
Hombres;De 75 a 79 años;SIDA;0
Hombres;De 75 a 79 años;VIH+;0
Hombres;De 75 a 79 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;6
Hombres;De 75 a 79 años;Tumores;1.033
Hombres;De 75 a 79 años;Tumores;20
Hombres;De 75 a 79 años;Tumores;15
Hombres;De 75 a 79 años;Tumores;41
Hombres;De 75 a 79 años;Tumores;96
Hombres;De 75 a 79 años;Tumores;30
Hombres;De 75 a 79 años;Tumores;52
Hombres;De 75 a 79 años;Tumores;65
Hombres;De 75 a 79 años;Otros tumores;20
Hombres;De 75 a 79 años;Tumores;21
Hombres;De 75 a 79 años;Tumores;293
Hombres;De 75 a 79 años;Otros tumores;4
Hombres;De 75 a 79 años;Tumores malignos;1
Hombres;De 75 a 79 años;Melanoma maligno de la piel;9
Hombres;De 75 a 79 años;Otros tumores;22
Hombres;De 75 a 79 años;Tumores;1
Hombres;De 75 a 79 años;Tumores;0
Hombres;De 75 a 79 años;Tumores;0
Hombres;De 75 a 79 años;Tumores;0
Hombres;De 75 a 79 años;Tumores malignos;0
Hombres;De 75 a 79 años;Tumores;73
Hombres;De 75 a 79 años;Tumores malignos;3
Hombres;De 75 a 79 años;Tumores;13
Hombres;De 75 a 79 años;Tumores;41
Hombres;De 75 a 79 años;Otros tumores;30
Hombres;De 75 a 79 años;Tumores;20
Hombres;De 75 a 79 años;Otros tumores;3
Hombres;De 75 a 79 años;Tumores;38
Hombres;De 75 a 79 años;Tumores malignos;48
Hombres;De 75 a 79 años;Leucemia;39
Hombres;De 75 a 79 años;Tumores in situ;0
Hombres;De 75 a 79 años;Tumores benignos;5
Hombres;De 75 a 79 años;Síndrome mielodisplásico;12
Hombres;De 75 a 79 años;Otros tumores;18
Hombres;De 75 a 79 años;Enfermedades de la sangre y de los órganos hematopoyéticos;7
Hombres;De 75 a 79 años;Enfermedades de la sangre y de los órganos hematopoyéticos;7
Hombres;De 75 a 79 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;0
Hombres;De 75 a 79 años;Enfermedades endocrinas, nutricionales y metabólicas;60
Hombres;De 75 a 79 años;Diabetes mellitus;43
Hombres;De 75 a 79 años;Otras enfermedades;17
Hombres;De 75 a 79 años;Trastornos mentales y del comportamiento;53
Hombres;De 75 a 79 años;Trastornos mentales y del comportamiento;49
Hombres;De 75 a 79 años;Trastornos mentales y del comportamiento;0
Hombres;De 75 a 79 años;Trastornos mentales y del comportamiento;0
Hombres;De 75 a 79 años;Trastornos mentales y del comportamiento;4
Hombres;De 75 a 79 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;129
Hombres;De 75 a 79 años;Meningitis;1
Hombres;De 75 a 79 años;Alzheimer;25
Hombres;De 75 a 79 años;Otras enfermedades;103
Hombres;De 75 a 79 años;Enfermedades del sistema circulatorio;548
Hombres;De 75 a 79 años;Enfermedades cardíacas reumáticas crónicas;7
